1412952021338,-0.1910028,2.1465364,9.081315,null
1412952021404,-0.1910028,2.2614973,9.004675,null
1412952021468,-0.07604187,2.223177,9.081315,null
1412952021533,-0.1910028,2.223177,9.081315,null
1412952021598,-0.1526825,2.223177,9.042995,null
1412952021663,-0.1910028,2.1465364,9.042995,null
1412952021728,-0.1910028,2.223177,9.157956,null
1412952021794,-0.1910028,2.2614973,9.119636,null
1412952021859,-0.22932312,2.1848567,9.119636,null
1412952021924,-0.22932312,2.223177,9.119636,null
1412952021989,-0.1910028,2.108216,9.042995,null
1412952022054,-0.22932312,2.1848567,9.081315,null
1412952022119,-0.11436218,2.1848567,9.081315,null
1412952022183,-0.07604187,2.2614973,9.119636,null
1412952022249,-0.07604187,2.1465364,8.851394,null
1412952022314,-0.65084654,1.993255,9.157956,null
1412952022379,-1.2639716,2.6830206,8.889713,null
1412952022444,-1.3022919,2.4530988,8.928034,null
1412952022509,-1.3022919,2.3381379,8.889713,null
1412952022574,-1.3406122,2.4147785,8.813073,null
1412952022638,-1.3406122,2.3764582,8.889713,null
1412952022705,-1.3022919,2.3764582,9.004675,null
1412952022945,-1.3406122,2.4530988,9.004675,null
1412952022946,-1.2256513,2.3381379,9.004675,null
1412952022946,-1.1106904,2.4530988,9.196277,null
1412952023103,-0.7658075,2.223177,9.081315,null
1412952023103,-0.53588563,1.7250128,8.813073,null
1412952023103,-0.34428406,2.1848567,9.004675,null
1412952023198,-0.26764342,2.6447003,8.736432,null
1412952023269,-0.11436218,2.1465364,8.966354,null
1412952023313,-0.38260436,2.108216,9.081315,null
1412952023355,-0.38260436,2.2614973,9.311237,null
1412952023419,-0.38260436,2.1848567,9.081315,null
1412952023484,-0.4209247,2.223177,8.966354,null
1412952023550,-0.459245,2.3381379,9.004675,null
1412952023617,-0.30596375,2.4147785,9.081315,null
1412952023679,-0.38260436,2.4147785,8.966354,null
1412952023744,-0.38260436,2.3764582,8.966354,null
1412952023809,-0.459245,2.223177,9.081315,null
1412952023874,-0.53588563,2.0698957,9.196277,null
1412952023940,-0.57420594,1.9549347,9.119636,null
1412952024005,-0.4975653,1.8782941,9.119636,null
1412952024070,-0.61252624,1.993255,9.042995,null
1412952024134,-0.57420594,1.8782941,9.119636,null
1412952024200,-0.57420594,1.9166144,9.119636,null
1412952024265,-0.57420594,1.9549347,9.081315,null
1412952024337,-0.61252624,1.9549347,9.119636,null
1412952024423,-0.57420594,1.993255,9.081315,null
1412952024468,-0.57420594,2.0315752,9.157956,null
1412952024537,-0.57420594,1.9549347,9.042995,null
1412952024604,-0.57420594,2.0315752,9.119636,null
1412952024655,-0.57420594,2.0698957,9.042995,null
1412952024721,-0.57420594,1.993255,9.119636,null
1412952024785,-0.57420594,2.0698957,9.119636,null
1412952024850,-0.57420594,2.0315752,9.119636,null
1412952024915,-0.53588563,2.0315752,9.157956,null
1412952024984,-0.4209247,1.9166144,9.081315,null
1412952025045,-0.53588563,2.0698957,9.157956,null
1412952025113,-0.57420594,1.993255,9.119636,null
1412952025175,-0.61252624,2.0698957,9.081315,null
1412952025241,-0.61252624,2.0698957,9.042995,null
1412952025305,-0.53588563,2.0698957,9.119636,null
1412952025370,-0.57420594,2.1465364,9.196277,null
1412952025435,-0.4975653,2.223177,9.081315,null
1412952025501,-0.4975653,2.1465364,8.966354,null
1412952025566,-0.459245,2.0698957,9.119636,null
1412952025630,-0.4209247,2.1465364,9.081315,null
1412952025696,-0.38260436,2.0698957,9.234596,null
1412952025771,-0.4209247,2.1465364,9.081315,null
1412952025825,-0.34428406,2.1465364,9.042995,null
1412952025891,-0.38260436,1.993255,9.157956,null
1412952025955,-0.30596375,2.3381379,9.004675,null
1412952026020,-0.38260436,2.0698957,9.234596,null
1412952026085,-0.4209247,2.1848567,9.042995,null
